name of media group,description of media group,headquarters of the media group,name of the radio station,description of the radio station,frequency of the radio station,programme,description,programme_lssl,schedule,podcast,FirstName,LastName,Birthdate,Gender,Role,Specialization,Username_lssl
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Afternoon Harmony,An assortment of harmonious melodies to accompany your afternoon.,solfm-afternoonharmony,17-20,0,Benjamin,Pruitt,1949-01-31,Male,Host,Cricket Analyst,yryan
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Classic Countdown,Count down the classics with this nostalgic program.,solfm-classiccountdown,14-20,0,John,Lewis,2000-11-01,Female,Analyst,Equestrian Journalist,tinajackson
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Classic Countdown,Count down the classics with this nostalgic program.,solfm-classiccountdown,14-20,0,Ashley,Hays,1970-01-30,Female,Analyst,Mixed Martial Arts (MMA) Reporter,fmoore
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Classic Countdown,Count down the classics with this nostalgic program.,solfm-classiccountdown,14-20,0,Stephanie,Patel,1950-01-19,Female,Host,Football Reporter,melissaproctor
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Classic Countdown,Count down the classics with this nostalgic program.,solfm-classiccountdown,14-20,0,David,Romero,1988-07-28,Male,Producer,College Sports Analyst,daniel46
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Classic Countdown,Count down the classics with this nostalgic program.,solfm-classiccountdown,14-20,0,Brooke,Patterson,1952-04-17,Male,Journalist,Youth Sports Correspondent,grantdiaz
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Classic Countdown,Count down the classics with this nostalgic program.,solfm-classiccountdown,14-20,0,Ryan,Wilson,1975-11-23,Female,Journalist,Sports Medicine Correspondent,raymondtravis
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Classic Countdown,Count down the classics with this nostalgic program.,solfm-classiccountdown,14-20,0,Samantha,Rodriguez,1957-03-22,Female,Analyst,Athletics Commentator,sergiosmith
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Classic Countdown,Count down the classics with this nostalgic program.,solfm-classiccountdown,14-20,0,James,Olson,1946-02-20,Male,Journalist,Motorsports Journalist,baileyrichard
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Classic Countdown,Count down the classics with this nostalgic program.,solfm-classiccountdown,14-20,0,Yvonne,Santos,2001-10-19,Male,Analyst,Sports Medicine Correspondent,jeffrey51
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Classic Countdown,Count down the classics with this nostalgic program.,solfm-classiccountdown,14-20,0,Ann,Morgan,1992-07-18,Male,Analyst,Youth Sports Correspondent,william92
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Classic Countdown,Count down the classics with this nostalgic program.,solfm-classiccountdown,14-20,0,Deanna,Williams,1967-11-08,Male,Journalist,College Sports Analyst,rickycasey
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Classic Countdown,Count down the classics with this nostalgic program.,solfm-classiccountdown,14-20,0,Shawn,Mahoney,1999-10-19,Male,Reporter,High School Sports Reporter,jacobvargas
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Classic Countdown,Count down the classics with this nostalgic program.,solfm-classiccountdown,14-20,0,Alexis,Bond,1978-12-24,Male,Host,Youth Sports Correspondent,allenwallace
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,solfm-eveningechoes,20-23,1,Stacy,Smith,1933-07-10,Female,Analyst,College Sports Analyst,johnsonrobin
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,solfm-eveningechoes,20-23,1,Andrea,Smith,1944-01-19,Female,Analyst,Golf Writer,tracyhouston
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,solfm-eveningechoes,20-23,1,Kara,Huff,1990-08-09,Female,Commentator,Mixed Martial Arts (MMA) Reporter,robertsmith
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,solfm-eveningechoes,20-23,1,Brian,Fitzgerald,1938-08-14,Male,Host,Mixed Martial Arts (MMA) Reporter,meghansmith
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,solfm-eveningechoes,20-23,1,Rebecca,Burton,1975-05-06,Female,Commentator,Mixed Martial Arts (MMA) Reporter,markvasquez
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,solfm-eveningechoes,20-23,1,William,Williams,1956-07-31,Female,Journalist,Motorsports Journalist,josephking
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,solfm-eveningechoes,20-23,1,Jennifer,Torres,1959-02-14,Male,Journalist,Athletics Commentator,lowestephen
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,solfm-eveningechoes,20-23,1,Chad,Phillips,1986-05-22,Female,Reporter,Baseball Analyst,obrown
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,solfm-latenightjazz,22-23,0,Christopher,Carrillo,1959-10-21,Female,Host,Motorsports Journalist,ddunlap
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,solfm-latenightjazz,22-23,0,Anna,Santos,1986-12-26,Male,Reporter,Esports Commentator,rhoffman
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,solfm-latenightjazz,22-23,0,Jesse,Wright,1975-12-14,Male,Commentator,Rugby Correspondent,waterskylie
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,solfm-latenightjazz,22-23,0,James,Gross,1973-10-12,Female,Host,College Sports Analyst,lori89
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Late Night Jazz,Unwind with a late-night journey through the world of jazz.,solfm-latenightjazz,22-23,0,Michelle,Pena,1950-05-12,Male,Reporter,Boxing Reporter,christopher53
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,solfm-funkyfusion,20-23,1,Joshua,Mitchell,1967-08-01,Female,Host,Cycling Journalist,dlewis
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,solfm-funkyfusion,20-23,1,Michael,Oconnor,1963-11-12,Male,Producer,Paralympics Reporter,whitemegan
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,solfm-funkyfusion,20-23,1,Michelle,Sullivan,1973-12-05,Male,Commentator,Soccer Journalist,stephanie18
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,solfm-funkyfusion,20-23,1,Kimberly,Velez,1972-01-14,Female,Analyst,Water Sports Reporter,alexandermarsh
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Funky Fusion,A fusion of funky beats and eclectic tunes to lift your spirits.,solfm-funkyfusion,20-23,1,Joanna,Matthews,1974-01-09,Male,Analyst,Equestrian Journalist,jamiewallace
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Happy Hour Hits,Enjoy a selection of hits during this happy hour special.,solfm-happyhourhits,08-11,0,Robert,Skinner,1964-07-17,Male,Reporter,High School Sports Reporter,nicholas32
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Happy Hour Hits,Enjoy a selection of hits during this happy hour special.,solfm-happyhourhits,08-11,0,Carl,Huynh,1936-09-21,Male,Reporter,High School Sports Reporter,slynch
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Happy Hour Hits,Enjoy a selection of hits during this happy hour special.,solfm-happyhourhits,08-11,0,Matthew,Love,1952-10-24,Female,Reporter,Sports Medicine Correspondent,jrocha
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Happy Hour Hits,Enjoy a selection of hits during this happy hour special.,solfm-happyhourhits,08-11,0,Michael,Gonzales,1986-01-08,Female,Producer,Sports Medicine Correspondent,nicholashawkins
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Happy Hour Hits,Enjoy a selection of hits during this happy hour special.,solfm-happyhourhits,08-11,0,Betty,Trevino,1958-02-09,Female,Host,High School Sports Reporter,nicole37
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Morning Melodies,Start your day with a mix of uplifting tunes and positive vibes.,solfm-morningmelodies,08-11,1,Trevor,Allen,1973-08-12,Male,Analyst,Paralympics Reporter,dhouse
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Morning Melodies,Start your day with a mix of uplifting tunes and positive vibes.,solfm-morningmelodies,08-11,1,Mark,Bond,1983-10-19,Male,Journalist,Football Reporter,jacqueline59
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Morning Melodies,Start your day with a mix of uplifting tunes and positive vibes.,solfm-morningmelodies,08-11,1,Patricia,Berry,1993-06-27,Male,Producer,Tennis Commentator,fgreen
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,solfm-soulfulsessions,20-23,1,Daniel,Hendricks,1999-05-25,Female,Producer,Basketball Correspondent,margaretjensen
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,solfm-soulfulsessions,20-23,1,Debra,Murphy,2000-01-25,Male,Journalist,Cycling Journalist,travisaustin
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,solfm-soulfulsessions,20-23,1,Levi,Rodriguez,1993-06-14,Female,Analyst,Esports Commentator,justin18
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,solfm-soulfulsessions,20-23,1,Lynn,Henderson,1948-07-03,Female,Journalist,Esports Commentator,yrussell
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,solfm-soulfulsessions,20-23,1,Kimberly,Bender,1999-03-02,Female,Commentator,Mixed Martial Arts (MMA) Reporter,terri78
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,solfm-soulfulsessions,20-23,1,Jessica,Brown,1962-12-13,Male,Journalist,Mixed Martial Arts (MMA) Reporter,diana08
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Soulful Sessions,Immerse yourself in the soulful sounds of various genres.,solfm-soulfulsessions,20-23,1,Annette,Johnson,1941-08-25,Male,Host,Sports Medicine Correspondent,turnerblake
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midday Mix,A midday mix of your favorite tunes to keep you energized.,solfm-middaymix,07-11,1,Michael,Floyd,1977-02-08,Male,Producer,Sports Science Writer,carolynlong
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midday Mix,A midday mix of your favorite tunes to keep you energized.,solfm-middaymix,07-11,1,Samantha,Dixon,1934-08-20,Male,Reporter,Extreme Sports Correspondent,johnsonjuan
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midday Mix,A midday mix of your favorite tunes to keep you energized.,solfm-middaymix,07-11,1,Sarah,Beasley,1976-11-29,Male,Producer,Sports Business Journalist,qcurtis
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midday Mix,A midday mix of your favorite tunes to keep you energized.,solfm-middaymix,07-11,1,Robert,Johnson,1977-07-30,Male,Journalist,Rugby Correspondent,coxpaul
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midday Mix,A midday mix of your favorite tunes to keep you energized.,solfm-middaymix,07-11,1,Susan,Rice,1965-09-01,Female,Host,Basketball Correspondent,eriningram
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midday Mix,A midday mix of your favorite tunes to keep you energized.,solfm-middaymix,07-11,1,Cynthia,Gardner,2005-11-21,Female,Commentator,Football Reporter,matthew08
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midday Mix,A midday mix of your favorite tunes to keep you energized.,solfm-middaymix,07-11,1,Hunter,Sims,1936-04-20,Female,Reporter,Basketball Correspondent,hurleymelanie
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midday Mix,A midday mix of your favorite tunes to keep you energized.,solfm-middaymix,07-11,1,Melissa,Garcia,1989-09-29,Female,Commentator,College Sports Analyst,krausetara
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midday Mix,A midday mix of your favorite tunes to keep you energized.,solfm-middaymix,07-11,1,Jessica,Gonzalez,1959-10-16,Female,Analyst,Water Sports Reporter,james23
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midday Mix,A midday mix of your favorite tunes to keep you energized.,solfm-middaymix,07-11,1,Robert,Green,1996-03-09,Male,Host,Hockey Reporter,campbelljacob
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midday Mix,A midday mix of your favorite tunes to keep you energized.,solfm-middaymix,07-11,1,Tonya,Nicholson,1933-08-10,Male,Producer,Soccer Journalist,hectorburns
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midday Mix,A midday mix of your favorite tunes to keep you energized.,solfm-middaymix,07-11,1,Courtney,Lopez,1998-11-24,Male,Producer,Football Reporter,carlsondavid
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midday Mix,A midday mix of your favorite tunes to keep you energized.,solfm-middaymix,07-11,1,Lisa,Bowman,1957-04-13,Female,Host,Football Reporter,jacob88
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midday Mix,A midday mix of your favorite tunes to keep you energized.,solfm-middaymix,07-11,1,Justin,Moore,1973-08-21,Male,Journalist,Cricket Analyst,cynthiagarza
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midnight Mood,Get lost in the music during the late-night hours.,solfm-midnightmood,22-23,0,Jack,Juarez,1995-09-21,Female,Host,Rugby Correspondent,jamie98
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midnight Mood,Get lost in the music during the late-night hours.,solfm-midnightmood,22-23,0,Leslie,Johnson,1950-01-31,Male,Producer,College Sports Analyst,jamescochran
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midnight Mood,Get lost in the music during the late-night hours.,solfm-midnightmood,22-23,0,Bianca,Jenkins,1998-06-30,Female,Reporter,Football Reporter,frankchavez
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Midnight Mood,Get lost in the music during the late-night hours.,solfm-midnightmood,22-23,0,Danielle,Castro,1948-03-15,Female,Host,Sports Science Writer,kristen33
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Latin Lounge,Transport yourself to Latin cultures with this lively show.,solfm-latinlounge,14-20,1,Angel,Zhang,1985-12-07,Female,Host,Football Reporter,peter32
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Latin Lounge,Transport yourself to Latin cultures with this lively show.,solfm-latinlounge,14-20,1,Melinda,Cruz,1973-06-06,Female,Reporter,Outdoor Adventure Journalist,pbennett
CostaDelSolMedia,Costa del Sol media hub,Malaga,Sol FM,Sun-soaked tunes and beach updates,94.9 FM,Sol FM - Latin Lounge,Transport yourself to Latin cultures with this lively show.,solfm-latinlounge,14-20,1,Zachary,Hanson,2005-08-06,Male,Journalist,Tennis Commentator,nicolehawkins
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,radioespaafm-twilighttunes,14-20,1,Amber,Potter,1944-09-20,Female,Commentator,Baseball Analyst,jamiepayne
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,radioespaafm-twilighttunes,14-20,1,Kathryn,Guerrero,1982-07-15,Male,Reporter,Sports Medicine Correspondent,laurencardenas
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,radioespaafm-twilighttunes,14-20,1,William,Flores,1989-05-07,Male,Analyst,Baseball Analyst,egarcia
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,radioespaafm-twilighttunes,14-20,1,Angela,Wright,1965-05-15,Female,Journalist,Rugby Correspondent,cwilkinson
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,radioespaafm-twilighttunes,14-20,1,Jonathan,Ruiz,1998-03-03,Male,Reporter,Baseball Analyst,sanchezsara
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,radioespaafm-twilighttunes,14-20,1,Amanda,Jackson,1936-10-01,Female,Host,Motorsports Journalist,erin80
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,radioespaafm-twilighttunes,14-20,1,Craig,Murphy,1989-05-10,Male,Analyst,Sports Medicine Correspondent,stephen03
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,radioespaafm-twilighttunes,14-20,1,Sandy,Higgins,1956-11-06,Female,Commentator,Tennis Commentator,hernandezsharon
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,radioespaafm-twilighttunes,14-20,1,Timothy,Moore,1996-09-26,Male,Host,Equestrian Journalist,vanessa91
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,radioespaafm-twilighttunes,14-20,1,Brandon,Stephens,1983-07-15,Female,Analyst,Boxing Reporter,john83
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,radioespaafm-twilighttunes,14-20,1,Shirley,Neal,1944-06-12,Male,Journalist,Golf Writer,erica92
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,radioespaafm-twilighttunes,14-20,1,Bianca,Jenkins,1998-06-30,Female,Commentator,Football Reporter,frankchavez
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,radioespaafm-twilighttunes,14-20,1,Carolyn,Long,1938-11-05,Female,Journalist,Water Sports Reporter,jenniferperez
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,radioespaafm-twilighttunes,14-20,1,Dwayne,Taylor,1950-06-14,Female,Producer,Sports Science Writer,tdurham
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Twilight Tunes,Transition smoothly into the evening with captivating tunes.,radioespaafm-twilighttunes,14-20,1,Rachel,White,1990-01-24,Female,Journalist,Equestrian Journalist,mparsons
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,radioespaafm-eveningechoes,20-23,1,Regina,Jones,1934-01-26,Male,Commentator,Outdoor Adventure Journalist,ugreen
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,radioespaafm-eveningechoes,20-23,1,Dakota,Ramirez,1959-02-18,Male,Commentator,Equestrian Journalist,christopherdorsey
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,radioespaafm-eveningechoes,20-23,1,Julie,Lawrence,1955-12-14,Female,Commentator,Basketball Correspondent,kingjoshua
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Evening Echoes,Relax with a blend of soothing sounds as the day winds down.,radioespaafm-eveningechoes,20-23,1,Bryan,Price,1955-08-10,Male,Commentator,Basketball Correspondent,denise51
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,radioespaafm-rockinrhythms,13-16,0,Diana,Watson,1965-05-12,Female,Producer,Sports Medicine Correspondent,sarahgross
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,radioespaafm-rockinrhythms,13-16,0,Daniel,Aguirre,1996-11-18,Female,Reporter,Mixed Martial Arts (MMA) Reporter,martinezrobin
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,radioespaafm-rockinrhythms,13-16,0,Ariana,Huff,1975-11-20,Male,Journalist,College Sports Analyst,woodslaurie
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,radioespaafm-rockinrhythms,13-16,0,Christopher,Gomez,1994-06-27,Female,Reporter,Outdoor Adventure Journalist,littlebrian
EspañaMedia,Premier Spanish Media Conglomerate,Madrid,RadioEspaña FM,Spanish hits and cultural programs,88.9 FM,RadioEspaña FM - Rockin' Rhythms,Rock out to a variety of rhythmic beats and iconic tracks.,radioespaafm-rockinrhythms,13-16,0,Jon,Patel,1990-11-05,Female,Reporter,Youth Sports Correspondent,okelley
