name of media group,description of media group,headquarters of the media group,title of the tv channel,video quality of the tv channel,programme,description,programme_lssl,schedule,production_company,FirstName,LastName,Birthdate,Gender,Role,Specialization,Username_lssl
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Magazine Live,A live magazine show covering various topics and interviews.,atletismovision-magazinelive,09-14,Howell Inc,Amy,Christian,1943-03-21,Female,Commentator,Water Sports Reporter,xcurtis
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Magazine Live,A live magazine show covering various topics and interviews.,atletismovision-magazinelive,09-14,Howell Inc,Elizabeth,Kelly,1968-06-25,Male,Analyst,Rugby Correspondent,catherine19
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Prime Time News,In-depth coverage of current events during prime time.,atletismovision-primetimenews,22-23,Graham-Vargas,Mary,Martinez,1954-01-24,Male,Analyst,Water Sports Reporter,stephenhill
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Prime Time News,In-depth coverage of current events during prime time.,atletismovision-primetimenews,22-23,Graham-Vargas,Christopher,Vincent,1957-09-05,Female,Reporter,Olympics Correspondent,drichards
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Prime Time News,In-depth coverage of current events during prime time.,atletismovision-primetimenews,22-23,Graham-Vargas,Jessica,Grant,1938-11-23,Female,Journalist,High School Sports Reporter,vroberson
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Prime Time News,In-depth coverage of current events during prime time.,atletismovision-primetimenews,22-23,Graham-Vargas,Emily,Martin,1953-09-01,Male,Analyst,Motorsports Journalist,tiffany85
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Prime Time News,In-depth coverage of current events during prime time.,atletismovision-primetimenews,22-23,Graham-Vargas,Melissa,Meyers,1936-02-21,Female,Analyst,Motorsports Journalist,tara22
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Prime Time News,In-depth coverage of current events during prime time.,atletismovision-primetimenews,22-23,Graham-Vargas,Lisa,Bowman,1957-04-13,Female,Commentator,Football Reporter,jacob88
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Prime Time News,In-depth coverage of current events during prime time.,atletismovision-primetimenews,22-23,Graham-Vargas,Nicole,Gardner,1970-11-07,Male,Analyst,Esports Commentator,longronald
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Prime Time News,In-depth coverage of current events during prime time.,atletismovision-primetimenews,22-23,Graham-Vargas,Richard,Bennett,1966-05-28,Female,Producer,Paralympics Reporter,reneemedina
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Prime Time News,In-depth coverage of current events during prime time.,atletismovision-primetimenews,22-23,Graham-Vargas,Michael,Taylor,2004-12-09,Female,Producer,College Sports Analyst,jasonbaldwin
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Prime Time News,In-depth coverage of current events during prime time.,atletismovision-primetimenews,22-23,Graham-Vargas,Brian,Smith,1974-05-15,Female,Reporter,Basketball Correspondent,fmarquez
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",atletismovision-sportsinsight,22-23,Wood Group,Samantha,Dixon,1934-08-20,Male,Producer,Extreme Sports Correspondent,johnsonjuan
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",atletismovision-sportsinsight,22-23,Wood Group,Sandra,Hernandez,1944-09-04,Female,Analyst,Boxing Reporter,brandirosario
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",atletismovision-sportsinsight,22-23,Wood Group,Joseph,Sanchez,1969-06-20,Male,Host,Cricket Analyst,cynthiawaters
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",atletismovision-sportsinsight,22-23,Wood Group,Tyler,Wolf,1963-11-01,Female,Reporter,Athletics Commentator,middletondavid
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",atletismovision-sportsinsight,22-23,Wood Group,Lindsay,Bryan,2006-04-13,Male,Reporter,Sports Business Journalist,ppeters
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",atletismovision-sportsinsight,22-23,Wood Group,Ryan,Wilson,1975-11-23,Female,Host,Sports Medicine Correspondent,raymondtravis
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",atletismovision-sportsinsight,22-23,Wood Group,Wendy,Gilbert,1960-02-13,Male,Host,Paralympics Reporter,cbanks
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",atletismovision-sportsinsight,22-23,Wood Group,Jeffrey,Lee,1937-02-07,Female,Journalist,Wrestling Commentator,gina62
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",atletismovision-sportsinsight,22-23,Wood Group,Michael,Harris,1947-11-14,Male,Journalist,Boxing Reporter,hartruth
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",atletismovision-sportsinsight,22-23,Wood Group,Jeffrey,Lee,1937-02-07,Female,Commentator,Wrestling Commentator,gina62
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",atletismovision-sportsinsight,22-23,Wood Group,Jason,Hernandez,1968-11-30,Male,Reporter,Soccer Journalist,manuel51
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",atletismovision-sportsinsight,22-23,Wood Group,Sharon,Barker,1958-10-13,Female,Journalist,Olympics Correspondent,newtonhailey
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",atletismovision-sportsinsight,22-23,Wood Group,Ryan,Hodge,1982-05-26,Male,Producer,Tennis Commentator,banderson
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Insight,"Insights, highlights, and interviews from the world of sports.",atletismovision-sportsinsight,22-23,Wood Group,Kathryn,Coleman,1950-03-05,Female,Host,Winter Sports Analyst,ievans
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Center,"Your daily dose of sports news, scores, and analysis.",atletismovision-sportscenter,20-23,Chapman-Townsend,Heather,Whitehead,1951-07-27,Male,Host,Paralympics Reporter,bmcbride
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Center,"Your daily dose of sports news, scores, and analysis.",atletismovision-sportscenter,20-23,Chapman-Townsend,Caitlin,Jordan,2004-04-09,Female,Producer,Winter Sports Analyst,deborahmora
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Center,"Your daily dose of sports news, scores, and analysis.",atletismovision-sportscenter,20-23,Chapman-Townsend,Isabella,Cole,1950-02-24,Male,Producer,Cycling Journalist,whitepamela
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Center,"Your daily dose of sports news, scores, and analysis.",atletismovision-sportscenter,20-23,Chapman-Townsend,Travis,Brown,1962-12-19,Male,Reporter,Soccer Journalist,charles27
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Center,"Your daily dose of sports news, scores, and analysis.",atletismovision-sportscenter,20-23,Chapman-Townsend,Holly,Beltran,1942-08-10,Male,Journalist,Soccer Journalist,maria77
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Center,"Your daily dose of sports news, scores, and analysis.",atletismovision-sportscenter,20-23,Chapman-Townsend,Doris,Welch,1990-01-09,Female,Producer,Olympics Correspondent,stevensonjermaine
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Center,"Your daily dose of sports news, scores, and analysis.",atletismovision-sportscenter,20-23,Chapman-Townsend,Tara,Anthony,1993-10-26,Male,Journalist,Tennis Commentator,zhill
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - SportsZone,In-depth analysis and commentary on sports.,atletismovision-sportszone,13-16,Caldwell-Long,Tonya,Nicholson,1933-08-10,Male,Commentator,Soccer Journalist,hectorburns
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - SportsZone,In-depth analysis and commentary on sports.,atletismovision-sportszone,13-16,Caldwell-Long,Angela,Kennedy,1943-07-07,Male,Analyst,Sports Science Writer,jonescaleb
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - SportsZone,In-depth analysis and commentary on sports.,atletismovision-sportszone,13-16,Caldwell-Long,Hannah,Walker,1952-06-07,Male,Commentator,Esports Commentator,christopher29
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - SportsZone,In-depth analysis and commentary on sports.,atletismovision-sportszone,13-16,Caldwell-Long,Kevin,Bell,1994-08-09,Male,Analyst,Motorsports Journalist,mhall
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - SportsZone,In-depth analysis and commentary on sports.,atletismovision-sportszone,13-16,Caldwell-Long,Susan,Hernandez,1984-01-02,Female,Reporter,College Sports Analyst,rogerswilliam
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - SportsZone,In-depth analysis and commentary on sports.,atletismovision-sportszone,13-16,Caldwell-Long,Yvonne,Butler,1944-07-06,Female,Journalist,Motorsports Journalist,martinjennifer
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - SportsZone,In-depth analysis and commentary on sports.,atletismovision-sportszone,13-16,Caldwell-Long,Zachary,Hall,1977-07-15,Male,Analyst,Outdoor Adventure Journalist,corey73
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Magazine Showcase,Showcasing fascinating stories in a magazine format.,atletismovision-magazineshowcase,20-23,"Brown, Gaines and Carr",Robert,Richardson,2002-01-07,Female,Analyst,Sports Business Journalist,andrew87
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Magazine Showcase,Showcasing fascinating stories in a magazine format.,atletismovision-magazineshowcase,20-23,"Brown, Gaines and Carr",Nicholas,Ayala,1952-07-29,Male,Host,Sports Medicine Correspondent,benjamin67
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Talk,Engaging discussions and analysis of sports events.,atletismovision-sportstalk,14-20,Lutz Ltd,Zachary,Hall,1977-07-15,Male,Analyst,Outdoor Adventure Journalist,corey73
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Talk,Engaging discussions and analysis of sports events.,atletismovision-sportstalk,14-20,Lutz Ltd,Sean,Garcia,1966-11-01,Male,Producer,Athletics Commentator,jason38
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Talk,Engaging discussions and analysis of sports events.,atletismovision-sportstalk,14-20,Lutz Ltd,Charles,Johnson,1986-02-04,Male,Commentator,Cricket Analyst,iwilliams
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Talk,Engaging discussions and analysis of sports events.,atletismovision-sportstalk,14-20,Lutz Ltd,Lisa,Stewart,1948-01-28,Male,Host,Esports Commentator,kimberlydavis
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Talk,Engaging discussions and analysis of sports events.,atletismovision-sportstalk,14-20,Lutz Ltd,Frank,Mullins,1948-05-16,Female,Reporter,Mixed Martial Arts (MMA) Reporter,katie79
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Talk,Engaging discussions and analysis of sports events.,atletismovision-sportstalk,14-20,Lutz Ltd,Michael,Floyd,1977-02-08,Male,Host,Sports Science Writer,carolynlong
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Talk,Engaging discussions and analysis of sports events.,atletismovision-sportstalk,14-20,Lutz Ltd,Hannah,Walker,1952-06-07,Male,Commentator,Esports Commentator,christopher29
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Talk,Engaging discussions and analysis of sports events.,atletismovision-sportstalk,14-20,Lutz Ltd,Kimberly,Bender,1999-03-02,Female,Commentator,Mixed Martial Arts (MMA) Reporter,terri78
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Talk,Engaging discussions and analysis of sports events.,atletismovision-sportstalk,14-20,Lutz Ltd,Daniel,Sanchez,1980-09-13,Male,Reporter,Equestrian Journalist,sara09
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Talk,Engaging discussions and analysis of sports events.,atletismovision-sportstalk,14-20,Lutz Ltd,Colin,Mills,1943-11-26,Female,Host,High School Sports Reporter,jose98
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Talk,Engaging discussions and analysis of sports events.,atletismovision-sportstalk,14-20,Lutz Ltd,Elizabeth,Gonzalez,1984-08-21,Male,Host,Rugby Correspondent,don08
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Talk,Engaging discussions and analysis of sports events.,atletismovision-sportstalk,14-20,Lutz Ltd,Phillip,Harris,1939-04-04,Male,Journalist,Cricket Analyst,james38
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Talk,Engaging discussions and analysis of sports events.,atletismovision-sportstalk,14-20,Lutz Ltd,Benjamin,Baldwin,1940-07-09,Female,Host,Youth Sports Correspondent,whitesarah
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Talk,Engaging discussions and analysis of sports events.,atletismovision-sportstalk,14-20,Lutz Ltd,Jesse,Foster,1952-12-27,Female,Analyst,Cricket Analyst,brandon85
IberiaBroadcast,Diverse Iberian media network,Barcelona,AtletismoVision,1080p HD,AtletismoVision - Sports Talk,Engaging discussions and analysis of sports events.,atletismovision-sportstalk,14-20,Lutz Ltd,Samuel,Garcia,1987-04-17,Male,Analyst,Sports Science Writer,christopherhuff
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Political Digest,Digest of political news and analysis.,balonmanovision-politicaldigest,14-20,Lopez Ltd,Madeline,Cohen,2002-08-29,Male,Commentator,Sports Medicine Correspondent,armstrongrachel
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Political Digest,Digest of political news and analysis.,balonmanovision-politicaldigest,14-20,Lopez Ltd,Robert,Richardson,2002-01-07,Female,Commentator,Sports Business Journalist,andrew87
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Political Digest,Digest of political news and analysis.,balonmanovision-politicaldigest,14-20,Lopez Ltd,Melissa,Morris,1943-12-09,Male,Commentator,Olympics Correspondent,vmartinez
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Political Digest,Digest of political news and analysis.,balonmanovision-politicaldigest,14-20,Lopez Ltd,Jeffrey,Huff,1961-09-20,Male,Analyst,Equestrian Journalist,dominique27
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Political Digest,Digest of political news and analysis.,balonmanovision-politicaldigest,14-20,Lopez Ltd,Darren,Johnson,1958-09-24,Male,Commentator,Winter Sports Analyst,cynthia54
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Political Digest,Digest of political news and analysis.,balonmanovision-politicaldigest,14-20,Lopez Ltd,Rebecca,Lopez,1988-09-17,Male,Journalist,Cricket Analyst,salazarcolleen
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Political Digest,Digest of political news and analysis.,balonmanovision-politicaldigest,14-20,Lopez Ltd,Matthew,Love,1952-10-24,Female,Analyst,Sports Medicine Correspondent,jrocha
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Political Digest,Digest of political news and analysis.,balonmanovision-politicaldigest,14-20,Lopez Ltd,Tommy,Washington,1942-12-31,Female,Producer,Equestrian Journalist,franklintiffany
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Political Digest,Digest of political news and analysis.,balonmanovision-politicaldigest,14-20,Lopez Ltd,Connie,Jones,1998-12-23,Female,Analyst,Basketball Correspondent,srogers
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Political Digest,Digest of political news and analysis.,balonmanovision-politicaldigest,14-20,Lopez Ltd,Tiffany,Turner,1965-10-06,Male,Reporter,Wrestling Commentator,ralph94
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Political Digest,Digest of political news and analysis.,balonmanovision-politicaldigest,14-20,Lopez Ltd,Robert,Skinner,1964-07-17,Male,Producer,High School Sports Reporter,nicholas32
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Political Digest,Digest of political news and analysis.,balonmanovision-politicaldigest,14-20,Lopez Ltd,David,Avila,1934-03-28,Male,Producer,Olympics Correspondent,rachel08
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - News Today,Stay informed with the latest news updates and headlines.,balonmanovision-newstoday,08-11,"Romero, Barton and Chase",Samuel,Garcia,1987-04-17,Male,Analyst,Sports Science Writer,christopherhuff
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - News Today,Stay informed with the latest news updates and headlines.,balonmanovision-newstoday,08-11,"Romero, Barton and Chase",Pamela,Chen,1935-12-04,Female,Commentator,Cycling Journalist,deanna24
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - News Today,Stay informed with the latest news updates and headlines.,balonmanovision-newstoday,08-11,"Romero, Barton and Chase",Scott,Sanford,1938-03-02,Female,Analyst,Soccer Journalist,charles18
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - News Today,Stay informed with the latest news updates and headlines.,balonmanovision-newstoday,08-11,"Romero, Barton and Chase",Charles,Peterson,1960-04-14,Male,Host,Sports Science Writer,dustin94
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - News Today,Stay informed with the latest news updates and headlines.,balonmanovision-newstoday,08-11,"Romero, Barton and Chase",Dwayne,Harris,1999-12-12,Male,Host,Golf Writer,combswendy
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - News Today,Stay informed with the latest news updates and headlines.,balonmanovision-newstoday,08-11,"Romero, Barton and Chase",Corey,Baldwin,1985-05-28,Male,Host,Sports Science Writer,smithsheri
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Current Affairs,Current affairs discussions and debates.,balonmanovision-currentaffairs,13-16,"Gonzales, King and Wilson",Maurice,Smith,1979-04-18,Male,Journalist,Olympics Correspondent,stevenbarnes
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Current Affairs,Current affairs discussions and debates.,balonmanovision-currentaffairs,13-16,"Gonzales, King and Wilson",Jennifer,Murphy,1946-06-06,Female,Host,College Sports Analyst,ruizmichele
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Current Affairs,Current affairs discussions and debates.,balonmanovision-currentaffairs,13-16,"Gonzales, King and Wilson",Mark,Diaz,1982-09-21,Male,Reporter,College Sports Analyst,jasminebutler
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Current Affairs,Current affairs discussions and debates.,balonmanovision-currentaffairs,13-16,"Gonzales, King and Wilson",Katherine,Harris,1967-12-05,Male,Commentator,Soccer Journalist,amandayoung
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Current Affairs,Current affairs discussions and debates.,balonmanovision-currentaffairs,13-16,"Gonzales, King and Wilson",Brittany,Christian,1936-08-17,Female,Reporter,Extreme Sports Correspondent,ccarlson
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Current Affairs,Current affairs discussions and debates.,balonmanovision-currentaffairs,13-16,"Gonzales, King and Wilson",Kimberly,Case,1938-03-12,Male,Reporter,Soccer Journalist,diane54
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Highlights,Recap of the day's sports highlights.,balonmanovision-sportshighlights,14-20,"Moore, Harris and Robertson",Melissa,Meyers,1936-02-21,Female,Analyst,Motorsports Journalist,tara22
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Highlights,Recap of the day's sports highlights.,balonmanovision-sportshighlights,14-20,"Moore, Harris and Robertson",Willie,Graham,1942-05-10,Female,Host,Soccer Journalist,thomas64
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Highlights,Recap of the day's sports highlights.,balonmanovision-sportshighlights,14-20,"Moore, Harris and Robertson",Christina,Brock,1939-09-25,Male,Analyst,Winter Sports Analyst,chadsullivan
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Highlights,Recap of the day's sports highlights.,balonmanovision-sportshighlights,14-20,"Moore, Harris and Robertson",Robert,Richardson,2002-01-07,Female,Journalist,Sports Business Journalist,andrew87
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Highlights,Recap of the day's sports highlights.,balonmanovision-sportshighlights,14-20,"Moore, Harris and Robertson",Joshua,Mason,1954-03-10,Male,Analyst,Soccer Journalist,allendestiny
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Highlights,Recap of the day's sports highlights.,balonmanovision-sportshighlights,14-20,"Moore, Harris and Robertson",Leah,Gomez,1968-03-16,Male,Journalist,Tennis Commentator,romerocarol
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Highlights,Recap of the day's sports highlights.,balonmanovision-sportshighlights,14-20,"Moore, Harris and Robertson",Dean,Richards,1960-12-25,Male,Producer,Hockey Reporter,ashleyevans
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Investigative Report,Investigative reports uncovering hidden truths.,balonmanovision-investigativereport,08-11,Thompson PLC,Cindy,Cook,1971-09-11,Male,Journalist,Wrestling Commentator,steve68
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Investigative Report,Investigative reports uncovering hidden truths.,balonmanovision-investigativereport,08-11,Thompson PLC,Julie,Maxwell,1934-06-08,Male,Analyst,Paralympics Reporter,gbean
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Investigative Report,Investigative reports uncovering hidden truths.,balonmanovision-investigativereport,08-11,Thompson PLC,Crystal,Kelly,1992-11-24,Male,Commentator,Mixed Martial Arts (MMA) Reporter,jeffrey04
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Investigative Report,Investigative reports uncovering hidden truths.,balonmanovision-investigativereport,08-11,Thompson PLC,Anne,Thompson,2002-09-15,Male,Reporter,Soccer Journalist,ann60
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Center,"Your daily dose of sports news, scores, and analysis.",balonmanovision-sportscenter,20-23,Chapman-Townsend,Katherine,Booker,1979-05-24,Male,Producer,Golf Writer,sabrina64
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Center,"Your daily dose of sports news, scores, and analysis.",balonmanovision-sportscenter,20-23,Chapman-Townsend,Brian,Smith,1974-05-15,Female,Analyst,Basketball Correspondent,fmarquez
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Center,"Your daily dose of sports news, scores, and analysis.",balonmanovision-sportscenter,20-23,Chapman-Townsend,Michael,Elliott,1967-02-09,Female,Analyst,Water Sports Reporter,shepherdbarbara
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Center,"Your daily dose of sports news, scores, and analysis.",balonmanovision-sportscenter,20-23,Chapman-Townsend,Michael,Gonzales,1986-01-08,Female,Producer,Sports Medicine Correspondent,nicholashawkins
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Center,"Your daily dose of sports news, scores, and analysis.",balonmanovision-sportscenter,20-23,Chapman-Townsend,Veronica,Young,1997-02-13,Female,Host,Water Sports Reporter,vrodriguez
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Center,"Your daily dose of sports news, scores, and analysis.",balonmanovision-sportscenter,20-23,Chapman-Townsend,Wesley,Miller,1965-12-25,Male,Commentator,Athletics Commentator,traviswilliams
IberiaBroadcast,Diverse Iberian media network,Barcelona,BalonmanoVision,1080p HD,BalonmanoVision - Sports Center,"Your daily dose of sports news, scores, and analysis.",balonmanovision-sportscenter,20-23,Chapman-Townsend,Katrina,Martin,1997-06-24,Female,Producer,Sports Medicine Correspondent,fhughes
