Name,Team,Type,Type_Description,Cost,Activity,Activity_description,Size,Official,Stock,Special_feature,Usage,Features,Season,Property,Material,Closure,Shop,Shop_description,CreditCard_provider,Discount,City,Units,CreditCard_num,CreditCard_expiry,Total_cost,Date
Oviedo Goalkeeper Gloves XL Official 125.99,Oviedo,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,125.99,Soccer,Specifically designed for football goalkeepers.,XL,Official,22,,,,,,,,Oviedo - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",JCB 16 digit,0%,"Sevilla, Spain",9,4863479054650719327,05/31,1133.9099999999999,2020-01-28 00:59:49
Oviedo Cap M Official 27.99 UV Protection,Oviedo,Cap,"Headwear with a brim, often used for sports or casual wear.",27.99,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,M,Official,122,,,UV Protection,,,,,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Discover,5%,"Guadalajara, Spain",3,2298060459957461,08/32,83.97,2024-02-08 07:03:44
Oviedo Ball Official 34.99,Oviedo,Ball,Spherical object used in various sports and games.,34.99,Few Sports,Versatile ball for various sports and games.,,Official,65,,,,,,,,Oviedo - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 16 digit,0%,"Cuenca, Spain",3,6517797116045661,08/33,104.97,2019-12-22 09:33:42
Oviedo Backpack Official 97.99 Multi-Compartment,Oviedo,Backpack,"Bag worn on the back, designed to carry belongings.",97.99,Travel and Everyday Use,Ideal for travel and everyday use.,,Official,33,Laptop Compartment,,Multi-Compartment,,,,,Oviedo - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 16 digit,0%,"Barcelona, Spain",5,3562066008922283,06/32,489.95,2020-02-26 15:25:26
Oviedo Jersey 2XL 69.99  Summer Blend,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Everyday Sport,Versatile athletic shirt for any sport.,2XL,,72,,,,Summer,,Blend,,Oviedo - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",,,,,,,,
Oviedo Sweatshirt XL Official 55.99  Summer Blend,Oviedo,Sweatshirt,"Casual, warm garment for chilly weather.",55.99,Casual Wear,Comfortable and casual wear for everyday use.,XL,Official,88,,,,Summer,,Blend,,Oviedo - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 16 digit,5%,"La Rioja, Spain",9,180017406877189,12/30,503.91,2023-07-20 08:09:55
Oviedo Bermuda Shorts 2XL 62.99  All Seasons Polyester,Oviedo,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",62.99,Summer Activities,Perfect for staying cool during summer activities.,2XL,,90,UV Protection,,,All Seasons,,Polyester,,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Mastercard,25%,"Guadalajara, Spain",4,4739613523990679,10/26,251.96,2019-12-03 21:07:14
Oviedo Coat S 181.99  Winter Cotton,Oviedo,Coat,Outerwear garment for protection against cold weather.,181.99,Winter Activities,Designed to keep you warm during winter activities.,S,,108,Wind-resistant,,,Winter,,Cotton,,Oviedo - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 16 digit,50%,"Ciudad, Spain",3,375187759982194,06/31,545.97,2024-01-23 04:38:26
Oviedo Jersey 3XL Official 69.99  Summer Blend,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Everyday Sport,Versatile athletic shirt for any sport.,3XL,Official,91,,,,Summer,,Blend,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 16 digit,0%,"Asturias, Spain",2,3570750953436726,12/25,139.98,2022-04-26 04:00:53
Oviedo Cap XS Official 27.99 UV Protection,Oviedo,Cap,"Headwear with a brim, often used for sports or casual wear.",27.99,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,XS,Official,79,,,UV Protection,,,,,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 16 digit,0%,"Zaragoza, Spain",6,213117987160228,01/34,167.94,2023-03-06 06:25:56
Oviedo Jersey 3XL 69.99  Summer Blend,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Everyday Sport,Versatile athletic shirt for any sport.,3XL,,73,,,,Summer,,Blend,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",American Express,5%,"Burgos, Spain",2,2260698042073876,12/30,139.98,2019-10-05 10:30:28
Oviedo Shorts XL 41.99  Winter Cotton,Oviedo,Shorts,"Brief-length trousers, worn in warm weather or for sports.",41.99,Spring Activities,Great for staying cool during summer sports.,XL,,118,,,,Winter,,Cotton,,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Diners Club / Carte Blanche,15%,"Ourense, Spain",6,30325790678523,12/28,251.94,2021-12-06 03:49:58
Oviedo Backpack  97.99 Multi-Compartment,Oviedo,Backpack,"Bag worn on the back, designed to carry belongings.",97.99,Travel and Everyday Use,Ideal for travel and everyday use.,,,28,Laptop Compartment,,Multi-Compartment,,,,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Mastercard,0%,"Soria, Spain",9,501831418725,11/26,881.91,2019-09-09 21:47:30
Oviedo Shorts 2XL 41.99  Winter Cotton,Oviedo,Shorts,"Brief-length trousers, worn in warm weather or for sports.",41.99,Spring Activities,Great for staying cool during summer sports.,2XL,,34,,,,Winter,,Cotton,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Discover,50%,"Granada, Spain",6,30037066568409,01/25,251.94,2024-03-13 00:42:49
Oviedo Jersey S Official 69.99  Summer Blend,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Everyday Sport,Versatile athletic shirt for any sport.,S,Official,95,,,,Summer,,Blend,,Oviedo - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Diners Club / Carte Blanche,0%,"Segovia, Spain",6,4860750214632857126,08/33,419.93999999999994,2021-02-11 07:33:59
Oviedo Cap 2XL Official 27.99 UV Protection,Oviedo,Cap,"Headwear with a brim, often used for sports or casual wear.",27.99,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,2XL,Official,34,,,UV Protection,,,,,Oviedo - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Diners Club / Carte Blanche,50%,"Ourense, Spain",12,6556876092755279,11/25,335.88,2024-03-10 22:39:48
Oviedo Long Pants 2XL 83.99  Summer Blend,Oviedo,Long Pants,Full-length trousers or pants.,83.99,Sports and Activities,Designed for sports and exercise activities.,2XL,,23,,,,Summer,,Blend,,Oviedo - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",JCB 16 digit,15%,"Sevilla, Spain",3,30109105341153,01/32,251.96999999999997,2023-10-23 20:12:09
Oviedo Socks S 13.99 All sports  Sweet fit,Oviedo,Socks,Garments worn on the feet for comfort and warmth.,13.99,Sports and Exercise,Designed for sports and exercise routines.,S,,59,,All sports,,,Sweet,,fit,Oviedo - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 16 digit,0%,"Zaragoza, Spain",9,4775521323158923,12/28,125.91,2019-09-18 17:33:37
Oviedo Backpack Official 97.99 Multi-Compartment,Oviedo,Backpack,"Bag worn on the back, designed to carry belongings.",97.99,Travel and Everyday Use,Ideal for travel and everyday use.,,Official,79,Laptop Compartment,,Multi-Compartment,,,,,Oviedo - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Discover,50%,"Girona, Spain",1,3590151212213723,05/24,97.99,2021-09-25 00:13:45
Oviedo Cup  27.99 Microwave and Dishwasher Safe,Oviedo,Cup,"Drinking vessel, often awarded as a trophy in competitions.",27.99,Sports and Achievements,A trophy cup suitable for sports achievements.,,,32,,,Microwave and Dishwasher Safe,,,,,Oviedo - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 15 digit,0%,"Alicante, Spain",3,4968554598096410185,11/27,83.97,2022-11-25 07:20:10
Oviedo Boots XS 111.99 Football  Waterproof Lace-up,Oviedo,Boots,Sports footwear designed for different activities.,111.99,Football,Ideal for football players and enthusiasts.,XS,,36,Waterproof,Football,,,Waterproof,,Lace-up,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 16 digit,0%,"Salamanca, Spain",7,348654652169348,04/32,783.93,2021-08-28 04:02:54
Oviedo Cap XS 27.99 UV Protection,Oviedo,Cap,"Headwear with a brim, often used for sports or casual wear.",27.99,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,XS,,2,,,UV Protection,,,,,Oviedo - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",American Express,0%,"Jaén, Spain",10,4296125443972723938,01/25,279.9,2021-06-08 11:54:10
Oviedo Long Pants XS Official 83.99  Summer Blend,Oviedo,Long Pants,Full-length trousers or pants.,83.99,Sports and Activities,Designed for sports and exercise activities.,XS,Official,88,,,,Summer,,Blend,,Oviedo - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Mastercard,0%,"Lleida, Spain",7,343440745093603,01/30,587.93,2020-02-17 09:25:54
Oviedo Shorts M 41.99  Winter Cotton,Oviedo,Shorts,"Brief-length trousers, worn in warm weather or for sports.",41.99,Spring Activities,Great for staying cool during summer sports.,M,,30,,,,Winter,,Cotton,,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Discover,50%,"Asturias, Spain",7,3571423542296923,11/33,293.93,2020-12-18 03:02:11
Oviedo Goalkeeper Gloves L Official 125.99,Oviedo,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,125.99,Soccer,Specifically designed for football goalkeepers.,L,Official,104,,,,,,,,Oviedo - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Discover,5%,"Toledo, Spain",1,4560000570318877,01/27,125.99,2022-09-16 01:07:19
Oviedo Socks L 13.99 All sports  Sweet fit,Oviedo,Socks,Garments worn on the feet for comfort and warmth.,13.99,Sports and Exercise,Designed for sports and exercise routines.,L,,110,,All sports,,,Sweet,,fit,Oviedo - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",Mastercard,15%,"Cantabria, Spain",6,4739613523990679,10/26,83.94,2023-06-14 12:04:39
Oviedo Shorts XL 41.99  Winter Cotton,Oviedo,Shorts,"Brief-length trousers, worn in warm weather or for sports.",41.99,Spring Activities,Great for staying cool during summer sports.,XL,,110,,,,Winter,,Cotton,,Oviedo - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",,,,,,,,
Oviedo Pencil Case Official 18.19 Ink Compartment,Oviedo,Pencil Case,"Container for storing pens, pencils, and other stationery.",18.19,School and Office,Useful for school and office organization.,,Official,54,Multi-Compartment,,Ink Compartment,,,,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",VISA 16 digit,0%,"Huelva, Spain",4,376677749025988,12/27,72.76,2024-02-17 19:36:21
Oviedo Sweatshirt XL Official 55.99  Summer Blend,Oviedo,Sweatshirt,"Casual, warm garment for chilly weather.",55.99,Casual Wear,Comfortable and casual wear for everyday use.,XL,Official,80,,,,Summer,,Blend,,Oviedo - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",JCB 15 digit,10%,"Jaén, Spain",8,6011460711464115,07/27,447.92,2022-05-02 03:30:03
Oviedo Ball Official 34.99,Oviedo,Ball,Spherical object used in various sports and games.,34.99,Few Sports,Versatile ball for various sports and games.,,Official,102,,,,,,,,Oviedo - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 19 digit,15%,"Córdoba, Spain",9,30195869758476,08/27,314.91,2023-06-25 14:06:31
Oviedo Polo Shirt 2XL 48.99  All Seasons Polyester,Oviedo,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",48.99,Fashion Wear,Casual yet sporty attire for various occasions.,2XL,,107,,,,All Seasons,,Polyester,,Oviedo - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Discover,0%,"Teruel, Spain",1,4303709749067,01/25,48.99,2024-03-16 01:04:37
Oviedo Cup  27.99 Microwave and Dishwasher Safe,Oviedo,Cup,"Drinking vessel, often awarded as a trophy in competitions.",27.99,Sports and Achievements,A trophy cup suitable for sports achievements.,,,108,,,Microwave and Dishwasher Safe,,,,,Oviedo - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",Diners Club / Carte Blanche,0%,"Lleida, Spain",12,3576918837956482,08/32,335.88,2023-09-14 10:37:25
Oviedo Jersey S 69.99  All Seasons Polyester,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Any Sport,Suitable for any sports activity.,S,,78,Breathable,,,All Seasons,,Polyester,,Oviedo - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",American Express,0%,"Huesca, Spain",9,4476540274659,10/29,629.91,2021-11-01 04:32:25
Oviedo Ball  34.99,Oviedo,Ball,Spherical object used in various sports and games.,34.99,Few Sports,Versatile ball for various sports and games.,,,52,,,,,,,,Oviedo - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",JCB 16 digit,0%,"Ávila, Spain",2,3521271712296657,02/25,69.98,2020-10-27 09:04:55
Oviedo Jersey M 69.99  All Seasons Polyester,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Any Sport,Suitable for any sports activity.,M,,80,Breathable,,,All Seasons,,Polyester,,Oviedo - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Mastercard,0%,"Cádiz, Spain",12,344123406824404,01/34,839.8799999999999,2023-08-19 07:12:35
Oviedo Pencil Case  18.19 Ink Compartment,Oviedo,Pencil Case,"Container for storing pens, pencils, and other stationery.",18.19,School and Office,Useful for school and office organization.,,,13,Multi-Compartment,,Ink Compartment,,,,,Oviedo - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,Discover,0%,"Baleares, Spain",2,342723596192140,12/27,36.38,2023-07-10 17:56:16
Oviedo Jersey 3XL Official 69.99  Summer Blend,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Everyday Sport,Versatile athletic shirt for any sport.,3XL,Official,47,,,,Summer,,Blend,,Oviedo - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",JCB 16 digit,15%,"Huelva, Spain",2,2239091525563274,02/29,139.98,2020-10-08 01:41:14
Oviedo Backpack Official 97.99 Multi-Compartment,Oviedo,Backpack,"Bag worn on the back, designed to carry belongings.",97.99,Travel and Everyday Use,Ideal for travel and everyday use.,,Official,34,Laptop Compartment,,Multi-Compartment,,,,,Oviedo - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,Discover,0%,"Madrid, Spain",12,342723596192140,12/27,1175.8799999999999,2022-11-05 05:19:50
Oviedo Shorts 3XL 41.99  Winter Cotton,Oviedo,Shorts,"Brief-length trousers, worn in warm weather or for sports.",41.99,Spring Activities,Great for staying cool during summer sports.,3XL,,1,,,,Winter,,Cotton,,Oviedo - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",VISA 13 digit,25%,"Ávila, Spain",4,4266624731369564694,01/30,167.96,2020-05-13 01:33:56
Oviedo Cap M 27.99 UV Protection,Oviedo,Cap,"Headwear with a brim, often used for sports or casual wear.",27.99,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,M,,60,,,UV Protection,,,,,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 13 digit,0%,"Guipúzcoa, Spain",8,180060842228088,01/33,223.92,2021-01-09 03:26:45
Oviedo Polo Shirt XL 48.99  All Seasons Polyester,Oviedo,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",48.99,Fashion Wear,Casual yet sporty attire for various occasions.,XL,,41,,,,All Seasons,,Polyester,,Oviedo - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Maestro,5%,"Lugo, Spain",7,4447732832717483,07/28,342.93,2021-12-21 18:58:29
Oviedo Pencil Case  18.19 Ink Compartment,Oviedo,Pencil Case,"Container for storing pens, pencils, and other stationery.",18.19,School and Office,Useful for school and office organization.,,,107,Multi-Compartment,,Ink Compartment,,,,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 16 digit,0%,"Madrid, Spain",4,213141656974743,10/29,72.76,2019-06-01 07:46:24
Oviedo Cup  27.99 Microwave and Dishwasher Safe,Oviedo,Cup,"Drinking vessel, often awarded as a trophy in competitions.",27.99,Sports and Achievements,A trophy cup suitable for sports achievements.,,,46,,,Microwave and Dishwasher Safe,,,,,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 16 digit,50%,"Lleida, Spain",6,3581120786755758,09/31,167.94,2022-04-13 09:54:32
Oviedo Long Pants S 83.99  Summer Blend,Oviedo,Long Pants,Full-length trousers or pants.,83.99,Sports and Activities,Designed for sports and exercise activities.,S,,82,,,,Summer,,Blend,,Oviedo - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",JCB 15 digit,0%,"Valencia, Spain",5,3523969273009363,04/34,419.95,2023-05-14 17:16:50
Oviedo Coat S 181.99  Winter Cotton,Oviedo,Coat,Outerwear garment for protection against cold weather.,181.99,Winter Activities,Designed to keep you warm during winter activities.,S,,1,Wind-resistant,,,Winter,,Cotton,,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",American Express,0%,"Zaragoza, Spain",8,2237546975495550,10/31,1455.92,2023-09-01 14:53:41
Oviedo Goalkeeper Gloves XS Official 125.99,Oviedo,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,125.99,Soccer,Specifically designed for football goalkeepers.,XS,Official,79,,,,,,,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Maestro,25%,"Las Palmas, Spain",9,30276206353674,12/24,1133.9099999999999,2022-09-09 10:06:41
Oviedo Shorts L 41.99  Winter Cotton,Oviedo,Shorts,"Brief-length trousers, worn in warm weather or for sports.",41.99,Spring Activities,Great for staying cool during summer sports.,L,,19,,,,Winter,,Cotton,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",VISA 16 digit,5%,"Almería, Spain",8,348454707344974,05/33,335.92,2024-02-06 10:04:08
Oviedo Cup Official 27.99 Microwave and Dishwasher Safe,Oviedo,Cup,"Drinking vessel, often awarded as a trophy in competitions.",27.99,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,4,,,Microwave and Dishwasher Safe,,,,,Oviedo - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",,,,,,,,
Oviedo Cap XL Official 27.99 UV Protection,Oviedo,Cap,"Headwear with a brim, often used for sports or casual wear.",27.99,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,XL,Official,40,,,UV Protection,,,,,Oviedo - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",American Express,0%,"Melilla, Spain",5,3506282574049257,01/33,139.95,2023-03-31 05:00:40
Oviedo Boots S Official 111.99 Football  Waterproof Lace-up,Oviedo,Boots,Sports footwear designed for different activities.,111.99,Football,Ideal for football players and enthusiasts.,S,Official,102,Waterproof,Football,,,Waterproof,,Lace-up,Oviedo - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,Diners Club / Carte Blanche,0%,"Soria, Spain",12,4214137749396929,03/31,1343.8799999999999,2020-08-09 02:10:06
Oviedo Goalkeeper Gloves 3XL 125.99,Oviedo,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,125.99,Soccer,Specifically designed for football goalkeepers.,3XL,,9,,,,,,,,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",VISA 16 digit,0%,"Alicante, Spain",2,4421101694415559774,05/25,251.98,2019-11-14 21:18:59
Oviedo Jersey S Official 69.99  Summer Blend,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Everyday Sport,Versatile athletic shirt for any sport.,S,Official,8,,,,Summer,,Blend,,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Maestro,50%,"Lugo, Spain",6,30276206353674,12/24,419.93999999999994,2022-11-09 06:52:42
Oviedo Bermuda Shorts S 62.99  All Seasons Polyester,Oviedo,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",62.99,Summer Activities,Perfect for staying cool during summer activities.,S,,17,UV Protection,,,All Seasons,,Polyester,,Oviedo - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 19 digit,0%,"Cuenca, Spain",6,3506546802540026,05/33,377.94,2023-09-24 15:20:17
Oviedo Jersey 3XL 69.99  All Seasons Polyester,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Any Sport,Suitable for any sports activity.,3XL,,9,Breathable,,,All Seasons,,Polyester,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Maestro,0%,"Madrid, Spain",12,2699396736131412,01/27,839.8799999999999,2020-11-17 01:39:24
Oviedo Cup  27.99 Microwave and Dishwasher Safe,Oviedo,Cup,"Drinking vessel, often awarded as a trophy in competitions.",27.99,Sports and Achievements,A trophy cup suitable for sports achievements.,,,79,,,Microwave and Dishwasher Safe,,,,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 15 digit,15%,"Almería, Spain",11,3517102005066034,01/32,307.89,2022-05-29 18:50:03
Oviedo Socks 3XL Official 13.99 All sports  Sweet fit,Oviedo,Socks,Garments worn on the feet for comfort and warmth.,13.99,Sports and Exercise,Designed for sports and exercise routines.,3XL,Official,121,,All sports,,,Sweet,,fit,Oviedo - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Maestro,0%,"Castellón, Spain",2,2699396736131412,01/27,27.98,2021-01-13 22:28:52
Oviedo Long Pants M 83.99  Summer Blend,Oviedo,Long Pants,Full-length trousers or pants.,83.99,Sports and Activities,Designed for sports and exercise activities.,M,,51,,,,Summer,,Blend,,Oviedo - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",JCB 16 digit,0%,"Tarragona, Spain",2,4823209248161352,05/26,167.98,2023-03-31 16:51:49
Oviedo Cup  27.99 Microwave and Dishwasher Safe,Oviedo,Cup,"Drinking vessel, often awarded as a trophy in competitions.",27.99,Sports and Achievements,A trophy cup suitable for sports achievements.,,,69,,,Microwave and Dishwasher Safe,,,,,Oviedo - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 16 digit,0%,"Ciudad, Spain",2,4334898601450923,12/26,55.98,2020-10-21 04:09:52
Oviedo Bermuda Shorts 2XL Official 62.99  All Seasons Polyester,Oviedo,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",62.99,Summer Activities,Perfect for staying cool during summer activities.,2XL,Official,68,UV Protection,,,All Seasons,,Polyester,,Oviedo - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",JCB 16 digit,50%,"Burgos, Spain",1,342122701542119,08/29,62.99,2022-03-21 03:49:49
Oviedo Polo Shirt 2XL Official 48.99  All Seasons Polyester,Oviedo,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",48.99,Fashion Wear,Casual yet sporty attire for various occasions.,2XL,Official,80,,,,All Seasons,,Polyester,,Oviedo - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",American Express,25%,"Cáceres, Spain",12,3525414526870988,09/26,587.88,2024-01-23 16:04:43
Oviedo Polo Shirt XL 48.99  All Seasons Polyester,Oviedo,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",48.99,Fashion Wear,Casual yet sporty attire for various occasions.,XL,,81,,,,All Seasons,,Polyester,,Oviedo - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,JCB 16 digit,25%,"Badajoz, Spain",7,4823209248161352,05/26,342.93,2023-12-30 21:24:21
Oviedo Jersey XS 69.99  Summer Blend,Oviedo,Jersey,"Athletic shirt, often associated with sports teams.",69.99,Everyday Sport,Versatile athletic shirt for any sport.,XS,,19,,,,Summer,,Blend,,Oviedo - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",Maestro,0%,"Melilla, Spain",5,4795289882558,06/32,349.95,2019-08-22 16:23:45
Oviedo Coat L Official 181.99  Winter Cotton,Oviedo,Coat,Outerwear garment for protection against cold weather.,181.99,Winter Activities,Designed to keep you warm during winter activities.,L,Official,5,Wind-resistant,,,Winter,,Cotton,,Oviedo - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",JCB 15 digit,0%,"Melilla, Spain",9,5420395901704499,09/32,1637.91,2020-03-23 17:51:29
Oviedo Sweatshirt XL 55.99  Summer Blend,Oviedo,Sweatshirt,"Casual, warm garment for chilly weather.",55.99,Casual Wear,Comfortable and casual wear for everyday use.,XL,,97,,,,Summer,,Blend,,Oviedo - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 16 digit,0%,"Pontevedra, Spain",5,4504577178640066,07/26,279.95,2022-12-14 18:27:52
Oviedo Goalkeeper Gloves XL Official 125.99,Oviedo,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,125.99,Soccer,Specifically designed for football goalkeepers.,XL,Official,48,,,,,,,,Oviedo - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 19 digit,0%,"Guipúzcoa, Spain",4,4585843837244825628,11/28,503.96,2023-03-06 10:37:00
Oviedo Shorts S 41.99  Winter Cotton,Oviedo,Shorts,"Brief-length trousers, worn in warm weather or for sports.",41.99,Spring Activities,Great for staying cool during summer sports.,S,,3,,,,Winter,,Cotton,,Oviedo - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Mastercard,0%,"Málaga, Spain",5,4369396292973970,11/31,209.95000000000002,2022-02-21 06:11:01
