Name,Team,Type,Type_Description,Cost,Activity,Activity_description,Size,Official,Stock,Special_feature,Usage,Features,Season,Property,Material,Closure,Shop,Shop_description,CreditCard_provider,Discount,City,Units,CreditCard_num,CreditCard_expiry,Total_cost,Date
Mallorca Shorts 3XL Official 50.98  Winter Cotton,Mallorca,Shorts,"Brief-length trousers, worn in warm weather or for sports.",50.98,Summer Activities,Great for staying cool during summer sports.,3XL,Official,2,,,,Winter,,Cotton,,Mallorca - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",Maestro,0%,"Las Palmas, Spain",11,213112717579946,03/34,560.78,2023-11-26 13:48:29
Mallorca Jersey M 84.98  Summer Blend,Mallorca,Jersey,"Athletic shirt, often associated with sports teams.",84.98,Any Sport,Versatile athletic shirt for any sport.,M,,110,,,,Summer,,Blend,,Mallorca - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Diners Club / Carte Blanche,25%,"Huesca, Spain",5,371047603638364,10/27,424.900,2023-04-27 11:09:33
Mallorca Cup  33.98 Microwave and Dishwasher Safe,Mallorca,Cup,"Drinking vessel, often awarded as a trophy in competitions.",33.98,Sports and Achievements,A trophy cup suitable for sports achievements.,,,53,,,Microwave and Dishwasher Safe,,,,,Mallorca - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",JCB 16 digit,0%,"Cuenca, Spain",9,180052231354245,05/33,305.82,2023-09-04 04:53:23
Mallorca Long Pants XL Official 101.98  Summer Blend,Mallorca,Long Pants,Full-length trousers or pants.,101.98,Sports and Exercise,Designed for sports and exercise activities.,XL,Official,58,,,,Summer,,Blend,,Mallorca - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",American Express,50%,"Palencia, Spain",3,4812193842037858,05/31,305.94,2019-06-12 16:02:45
Mallorca Sweatshirt XS 67.98  Summer Blend,Mallorca,Sweatshirt,"Casual, warm garment for chilly weather.",67.98,Casual Wear,Comfortable and casual wear for everyday use.,XS,,22,,,,Summer,,Blend,,Mallorca - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,JCB 16 digit,0%,"Ávila, Spain",3,3575573610940400,11/32,203.94,2024-03-29 08:30:46
Mallorca Long Pants XS 101.98  Summer Blend,Mallorca,Long Pants,Full-length trousers or pants.,101.98,Sports and Exercise,Designed for sports and exercise activities.,XS,,49,,,,Summer,,Blend,,Mallorca - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,Maestro,15%,"Castellón, Spain",1,30344991115219,03/29,101.98,2022-03-13 00:15:32
Mallorca Cup Official 33.98 Microwave and Dishwasher Safe,Mallorca,Cup,"Drinking vessel, often awarded as a trophy in competitions.",33.98,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,32,,,Microwave and Dishwasher Safe,,,,,Mallorca - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",Discover,0%,"Tarragona, Spain",12,6011176759475900,02/28,407.76,2020-03-22 11:41:01
Mallorca Sweatshirt 2XL Official 67.98  Summer Blend,Mallorca,Sweatshirt,"Casual, warm garment for chilly weather.",67.98,Casual Wear,Comfortable and casual wear for everyday use.,2XL,Official,101,,,,Summer,,Blend,,Mallorca - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 15 digit,0%,"Huesca, Spain",12,4220029539699,08/30,815.76,2023-11-07 02:13:36
Mallorca Cap L Official 33.98 UV Protection,Mallorca,Cap,"Headwear with a brim, often used for sports or casual wear.",33.98,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,L,Official,93,,,UV Protection,,,,,Mallorca - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 16 digit,15%,"Álava, Spain",12,4127757651030889,10/33,407.76,2020-12-09 18:09:09
Mallorca Jersey XS 84.98  Summer Blend,Mallorca,Jersey,"Athletic shirt, often associated with sports teams.",84.98,Any Sport,Versatile athletic shirt for any sport.,XS,,79,,,,Summer,,Blend,,Mallorca - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 13 digit,0%,"Madrid, Spain",6,4371872399746713,11/24,509.88,2023-11-01 01:16:07
Mallorca Sweatshirt M Official 67.98  Summer Blend,Mallorca,Sweatshirt,"Casual, warm garment for chilly weather.",67.98,Casual Wear,Comfortable and casual wear for everyday use.,M,Official,24,,,,Summer,,Blend,,Mallorca - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 16 digit,25%,"Segovia, Spain",9,6011064972319941,12/30,611.82,2022-11-28 01:11:38
Mallorca Polo Shirt XS 59.48  All Seasons Polyester,Mallorca,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",59.48,Casual Wear,Casual yet sporty attire for various occasions.,XS,,13,,,,All Seasons,,Polyester,,Mallorca - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",JCB 15 digit,15%,"La Rioja, Spain",6,4277835029907404529,11/28,356.88,2021-08-16 18:54:48
Mallorca Boots M 135.98 Football  Waterproof Lace-up,Mallorca,Boots,Sports footwear designed for different activities.,135.98,Football,Ideal for football players and enthusiasts.,M,,23,Waterproof,Football,,,Waterproof,,Lace-up,Mallorca - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",American Express,0%,"Las Palmas, Spain",5,2227261001039735,09/31,679.9,2022-04-25 02:12:50
Mallorca Ball  42.48,Mallorca,Ball,Spherical object used in various sports and games.,42.48,Any Sport,Versatile ball for various sports and games.,,,87,,,,,,,,Mallorca - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Maestro,10%,"Soria, Spain",7,502038312521,10/31,297.35999999999996,2021-06-11 04:11:57
Mallorca Socks XS 16.98 All sports  Sweet fit,Mallorca,Socks,Garments worn on the feet for comfort and warmth.,16.98,Sports and Exercise,Designed for sports and exercise routines.,XS,,102,,All sports,,,Sweet,,fit,Mallorca - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",VISA 16 digit,0%,"Tarragona, Spain",9,501861651195,06/33,152.82,2022-12-17 08:15:54
Mallorca Cup Official 33.98 Microwave and Dishwasher Safe,Mallorca,Cup,"Drinking vessel, often awarded as a trophy in competitions.",33.98,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,69,,,Microwave and Dishwasher Safe,,,,,Mallorca - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 13 digit,0%,"Pontevedra, Spain",6,501898905655,02/33,203.88,2020-06-08 22:11:25
Mallorca Cup  33.98 Microwave and Dishwasher Safe,Mallorca,Cup,"Drinking vessel, often awarded as a trophy in competitions.",33.98,Sports and Achievements,A trophy cup suitable for sports achievements.,,,75,,,Microwave and Dishwasher Safe,,,,,Mallorca - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",,,,,,,,
Mallorca Polo Shirt L 59.48  All Seasons Polyester,Mallorca,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",59.48,Casual Wear,Casual yet sporty attire for various occasions.,L,,109,,,,All Seasons,,Polyester,,Mallorca - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 15 digit,0%,"Cuenca, Spain",4,5531420663173406,08/33,237.92,2023-05-24 12:28:07
Mallorca Jersey XL Official 84.98  All Seasons Polyester,Mallorca,Jersey,"Athletic shirt, often associated with sports teams.",84.98,Any Sport,Suitable for any sports activity.,XL,Official,1,Breathable,,,All Seasons,,Polyester,,Mallorca - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 16 digit,0%,"León, Spain",5,4429333048723,07/26,424.900,2024-01-08 01:02:24
Mallorca Cup Official 33.98 Microwave and Dishwasher Safe,Mallorca,Cup,"Drinking vessel, often awarded as a trophy in competitions.",33.98,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,68,,,Microwave and Dishwasher Safe,,,,,Mallorca - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 15 digit,25%,"Lleida, Spain",9,4920013289466890,01/29,305.82,2021-05-20 02:12:51
Mallorca Ball  42.48,Mallorca,Ball,Spherical object used in various sports and games.,42.48,Any Sport,Versatile ball for various sports and games.,,,59,,,,,,,,Mallorca - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 13 digit,25%,"Alicante, Spain",12,376909443522691,08/24,509.76,2021-08-16 10:12:50
Mallorca Backpack Official 118.98 Multi-Compartment,Mallorca,Backpack,"Bag worn on the back, designed to carry belongings.",118.98,Travel and Everyday Use,Ideal for travel and everyday use.,,Official,43,Laptop Compartment,,Multi-Compartment,,,,,Mallorca - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 13 digit,0%,"Valencia, Spain",9,376909443522691,08/24,1070.82,2022-10-26 03:48:32
Mallorca Pencil Case Official 22.08 Ink Compartment,Mallorca,Pencil Case,"Container for storing pens, pencils, and other stationery.",22.08,School and Office,Useful for school and office organization.,,Official,118,Multi-Compartment,,Ink Compartment,,,,,Mallorca - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 13 digit,25%,"Ourense, Spain",8,349267450871350,02/30,176.64,2019-09-26 01:53:40
Mallorca Ball  42.48,Mallorca,Ball,Spherical object used in various sports and games.,42.48,Any Sport,Versatile ball for various sports and games.,,,85,,,,,,,,Mallorca - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",American Express,0%,"Zaragoza, Spain",6,4061904017551547812,10/33,254.88,2022-05-05 14:06:47
Mallorca Boots S 135.98 Football  Waterproof Lace-up,Mallorca,Boots,Sports footwear designed for different activities.,135.98,Football,Ideal for football players and enthusiasts.,S,,84,Waterproof,Football,,,Waterproof,,Lace-up,Mallorca - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Diners Club / Carte Blanche,0%,"Álava, Spain",1,3564109066622680,02/28,135.98,2023-02-26 14:32:33
Mallorca Boots XL Official 135.98 Football  Waterproof Lace-up,Mallorca,Boots,Sports footwear designed for different activities.,135.98,Football,Ideal for football players and enthusiasts.,XL,Official,66,Waterproof,Football,,,Waterproof,,Lace-up,Mallorca - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",,,,,,,,
Mallorca Coat M 220.98  Winter Cotton,Mallorca,Coat,Outerwear garment for protection against cold weather.,220.98,Winter Activities,Designed to keep you warm during winter activities.,M,,71,Wind-resistant,,,Winter,,Cotton,,Mallorca - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 16 digit,0%,"Albacete, Spain",8,3575573610940400,11/32,1767.84,2020-07-06 09:02:31
Mallorca Ball  42.48,Mallorca,Ball,Spherical object used in various sports and games.,42.48,Any Sport,Versatile ball for various sports and games.,,,31,,,,,,,,Mallorca - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",Maestro,0%,"La Rioja, Spain",9,630441034547,05/33,382.32,2021-03-29 15:37:46
Mallorca Long Pants XS 101.98  Summer Blend,Mallorca,Long Pants,Full-length trousers or pants.,101.98,Sports and Exercise,Designed for sports and exercise activities.,XS,,28,,,,Summer,,Blend,,Mallorca - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Discover,0%,"Huesca, Spain",4,4713306439742462,08/24,407.92,2019-11-15 20:58:29
Mallorca Jersey XL 84.98  Summer Blend,Mallorca,Jersey,"Athletic shirt, often associated with sports teams.",84.98,Any Sport,Versatile athletic shirt for any sport.,XL,,119,,,,Summer,,Blend,,Mallorca - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 16 digit,0%,"Burgos, Spain",1,3572719762374517,03/28,84.98,2022-08-19 21:24:57
Mallorca Jersey L 84.98  All Seasons Polyester,Mallorca,Jersey,"Athletic shirt, often associated with sports teams.",84.98,Any Sport,Suitable for any sports activity.,L,,23,Breathable,,,All Seasons,,Polyester,,Mallorca - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",VISA 16 digit,0%,"Las Palmas, Spain",9,3505669247860147,03/26,764.82,2019-10-01 13:54:06
Mallorca Cap XS Official 33.98 UV Protection,Mallorca,Cap,"Headwear with a brim, often used for sports or casual wear.",33.98,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,XS,Official,38,,,UV Protection,,,,,Mallorca - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",JCB 16 digit,0%,"Jaén, Spain",3,3599254250846650,03/33,101.94,2021-06-03 15:06:03
Mallorca Backpack Official 118.98 Multi-Compartment,Mallorca,Backpack,"Bag worn on the back, designed to carry belongings.",118.98,Travel and Everyday Use,Ideal for travel and everyday use.,,Official,50,Laptop Compartment,,Multi-Compartment,,,,,Mallorca - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 15 digit,5%,"Ciudad, Spain",7,5531420663173406,08/33,832.86,2021-10-12 05:22:49
Mallorca Coat M Official 220.98  Winter Cotton,Mallorca,Coat,Outerwear garment for protection against cold weather.,220.98,Winter Activities,Designed to keep you warm during winter activities.,M,Official,93,Wind-resistant,,,Winter,,Cotton,,Mallorca - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",VISA 16 digit,0%,"Madrid, Spain",12,342533009802726,05/26,2651.7599999999998,2019-07-19 19:22:00
Mallorca Jersey XS Official 84.98  All Seasons Polyester,Mallorca,Jersey,"Athletic shirt, often associated with sports teams.",84.98,Any Sport,Suitable for any sports activity.,XS,Official,98,Breathable,,,All Seasons,,Polyester,,Mallorca - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Maestro,10%,"Soria, Spain",5,060409183054,02/32,424.900,2024-04-12 16:44:30
Mallorca Goalkeeper Gloves 2XL Official 152.98,Mallorca,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,152.98,Football,Specifically designed for football goalkeepers.,2XL,Official,1,,,,,,,,Mallorca - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",Mastercard,0%,"Ceuta, Spain",4,30437247766411,09/32,611.92,2023-03-25 08:30:58
Mallorca Cup  33.98 Microwave and Dishwasher Safe,Mallorca,Cup,"Drinking vessel, often awarded as a trophy in competitions.",33.98,Sports and Achievements,A trophy cup suitable for sports achievements.,,,51,,,Microwave and Dishwasher Safe,,,,,Mallorca - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",VISA 16 digit,5%,"Álava, Spain",5,4229382728524637,11/29,169.89999999999998,2020-03-20 04:00:11
Mallorca Socks XS 16.98 All sports  Sweet fit,Mallorca,Socks,Garments worn on the feet for comfort and warmth.,16.98,Sports and Exercise,Designed for sports and exercise routines.,XS,,47,,All sports,,,Sweet,,fit,Mallorca - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",JCB 16 digit,0%,"Baleares, Spain",2,3560268648278306,07/32,33.96,2022-02-16 19:23:29
Mallorca Goalkeeper Gloves XS Official 152.98,Mallorca,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,152.98,Football,Specifically designed for football goalkeepers.,XS,Official,27,,,,,,,,Mallorca - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 16 digit,0%,"Murcia, Spain",7,3510254496873639,01/30,1070.86,2021-01-12 16:08:31
Mallorca Cup Official 33.98 Microwave and Dishwasher Safe,Mallorca,Cup,"Drinking vessel, often awarded as a trophy in competitions.",33.98,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,121,,,Microwave and Dishwasher Safe,,,,,Mallorca - TurfTrends Emporium,"TurfTrends Emporium - your one-stop-shop for all things soccer, from equipment to apparel, we've got you covered.",Diners Club / Carte Blanche,15%,"Cáceres, Spain",2,4583490646207159,07/31,67.96,2024-01-07 03:49:25
Mallorca Cup  33.98 Microwave and Dishwasher Safe,Mallorca,Cup,"Drinking vessel, often awarded as a trophy in competitions.",33.98,Sports and Achievements,A trophy cup suitable for sports achievements.,,,61,,,Microwave and Dishwasher Safe,,,,,Mallorca - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",Discover,15%,"La Coruña, Spain",7,3562537163213809,12/29,237.85999999999999,2021-01-08 21:42:17
Mallorca Coat 3XL 220.98  Winter Cotton,Mallorca,Coat,Outerwear garment for protection against cold weather.,220.98,Winter Activities,Designed to keep you warm during winter activities.,3XL,,109,Wind-resistant,,,Winter,,Cotton,,Mallorca - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",Diners Club / Carte Blanche,0%,"Granada, Spain",12,377584479053041,05/30,2651.7599999999998,2022-01-17 17:49:51
Mallorca Sweatshirt L Official 67.98  Summer Blend,Mallorca,Sweatshirt,"Casual, warm garment for chilly weather.",67.98,Casual Wear,Comfortable and casual wear for everyday use.,L,Official,102,,,,Summer,,Blend,,Mallorca - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Diners Club / Carte Blanche,0%,"Albacete, Spain",1,4017167782341,08/24,67.98,2020-07-24 20:31:47
Mallorca Goalkeeper Gloves L 152.98,Mallorca,Goalkeeper Gloves,Protective gloves worn by goalkeepers in sports like football.,152.98,Football,Specifically designed for football goalkeepers.,L,,104,,,,,,,,Mallorca - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 16 digit,10%,"Ourense, Spain",7,4609367517051930869,02/31,1070.86,2023-03-02 05:33:52
Mallorca Bermuda Shorts XL 76.48  All Seasons Polyester,Mallorca,Bermuda Shorts,"Knee-length shorts, often worn in warm weather.",76.48,Summer Activities,Perfect for staying cool during summer activities.,XL,,102,UV Protection,,,All Seasons,,Polyester,,Mallorca - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",American Express,50%,"Granada, Spain",7,4116504131988,02/25,535.36,2024-03-16 11:55:23
Mallorca Cup Official 33.98 Microwave and Dishwasher Safe,Mallorca,Cup,"Drinking vessel, often awarded as a trophy in competitions.",33.98,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,120,,,Microwave and Dishwasher Safe,,,,,Mallorca - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",American Express,0%,"Palencia, Spain",11,5519985663883077,01/29,373.78,2021-06-13 14:01:11
Mallorca Boots L 135.98 Football  Waterproof Lace-up,Mallorca,Boots,Sports footwear designed for different activities.,135.98,Football,Ideal for football players and enthusiasts.,L,,14,Waterproof,Football,,,Waterproof,,Lace-up,Mallorca - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",JCB 16 digit,10%,"Valencia, Spain",12,30301366142871,05/33,1631.7599999999998,2021-11-01 05:51:42
Mallorca Cap M 33.98 UV Protection,Mallorca,Cap,"Headwear with a brim, often used for sports or casual wear.",33.98,Sports and Outdoor Activities,Suitable for various outdoor sports and activities.,M,,81,,,UV Protection,,,,,Mallorca - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 19 digit,15%,"Vizcaya, Spain",3,3539573145026845,07/32,101.94,2020-08-31 12:14:44
Mallorca Cup Official 33.98 Microwave and Dishwasher Safe,Mallorca,Cup,"Drinking vessel, often awarded as a trophy in competitions.",33.98,Sports and Achievements,A trophy cup suitable for sports achievements.,,Official,49,,,Microwave and Dishwasher Safe,,,,,Mallorca - PitchPerfect Provisions,"PitchPerfect Provisions provides the finest in football attire and accessories, elevating your game-day experience.",Maestro,0%,"Ciudad, Spain",10,347999435744235,01/26,339.79999999999995,2020-03-12 08:35:01
Mallorca Boots 3XL Official 135.98 Football  Waterproof Lace-up,Mallorca,Boots,Sports footwear designed for different activities.,135.98,Football,Ideal for football players and enthusiasts.,3XL,Official,15,Waterproof,Football,,,Waterproof,,Lace-up,Mallorca - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",VISA 13 digit,0%,"Murcia, Spain",8,213101043746626,05/29,1087.84,2021-11-17 23:14:34
Mallorca Boots M 135.98 Football  Waterproof Lace-up,Mallorca,Boots,Sports footwear designed for different activities.,135.98,Football,Ideal for football players and enthusiasts.,M,,93,Waterproof,Football,,,Waterproof,,Lace-up,Mallorca - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",VISA 16 digit,5%,"Tarragona, Spain",8,6011693275722748,02/28,1087.84,2024-03-02 05:42:23
Mallorca Ball  42.48,Mallorca,Ball,Spherical object used in various sports and games.,42.48,Any Sport,Versatile ball for various sports and games.,,,48,,,,,,,,Mallorca - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,VISA 19 digit,25%,"Valladolid, Spain",1,2282341744846133,04/29,42.48,2019-10-27 03:08:08
Mallorca Long Pants 3XL 101.98  Summer Blend,Mallorca,Long Pants,Full-length trousers or pants.,101.98,Sports and Exercise,Designed for sports and exercise activities.,3XL,,61,,,,Summer,,Blend,,Mallorca - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",Maestro,0%,"Soria, Spain",4,4383088746793,04/33,407.92,2020-06-29 13:32:17
Mallorca Cup  33.98 Microwave and Dishwasher Safe,Mallorca,Cup,"Drinking vessel, often awarded as a trophy in competitions.",33.98,Sports and Achievements,A trophy cup suitable for sports achievements.,,,98,,,Microwave and Dishwasher Safe,,,,,Mallorca - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",VISA 19 digit,0%,"Vizcaya, Spain",10,3555828505543014,02/25,339.79999999999995,2023-04-25 01:16:14
Mallorca Boots XL 135.98 Football  Waterproof Lace-up,Mallorca,Boots,Sports footwear designed for different activities.,135.98,Football,Ideal for football players and enthusiasts.,XL,,100,Waterproof,Football,,,Waterproof,,Lace-up,Mallorca - SoccerSphere,"Explore a world of soccer excellence at SoccerSphere, where passion meets performance in every product.",American Express,0%,"Cáceres, Spain",1,3556455585900168,06/27,135.98,2022-11-05 01:19:41
Mallorca Shorts S Official 50.98  Winter Cotton,Mallorca,Shorts,"Brief-length trousers, worn in warm weather or for sports.",50.98,Summer Activities,Great for staying cool during summer sports.,S,Official,11,,,,Winter,,Cotton,,Mallorca - CornerKick Collections,"Discover the latest trends in football gear at CornerKick Collections, your premier destination for sportswear.",JCB 15 digit,25%,"La Coruña, Spain",6,30494537674250,04/25,305.88,2024-03-22 07:02:24
Mallorca Boots XS Official 135.98 Football  Waterproof Lace-up,Mallorca,Boots,Sports footwear designed for different activities.,135.98,Football,Ideal for football players and enthusiasts.,XS,Official,109,Waterproof,Football,,,Waterproof,,Lace-up,Mallorca - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,JCB 16 digit,0%,"Navarra, Spain",4,213160853619364,10/30,543.92,2020-10-11 19:01:40
Mallorca Backpack  118.98 Multi-Compartment,Mallorca,Backpack,"Bag worn on the back, designed to carry belongings.",118.98,Travel and Everyday Use,Ideal for travel and everyday use.,,,104,Laptop Compartment,,Multi-Compartment,,,,,Mallorca - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 16 digit,50%,"Barcelona, Spain",1,3549934710105216,01/27,118.98,2021-02-04 06:08:13
Mallorca Jersey L 84.98  All Seasons Polyester,Mallorca,Jersey,"Athletic shirt, often associated with sports teams.",84.98,Any Sport,Suitable for any sports activity.,L,,56,Breathable,,,All Seasons,,Polyester,,Mallorca - PitchSide Pro Shop,"Experience the best in football merchandise at PitchSide Pro Shop, your trusted source for all your football needs.",VISA 13 digit,50%,"Asturias, Spain",11,4407287751639268197,05/30,934.7800000000001,2020-10-10 16:52:11
Mallorca Long Pants L 101.98  Summer Blend,Mallorca,Long Pants,Full-length trousers or pants.,101.98,Sports and Exercise,Designed for sports and exercise activities.,L,,14,,,,Summer,,Blend,,Mallorca - KickOff Kits,"Kickstart your football journey with our premium kits, designed for ultimate comfort and style on the field.",Discover,25%,"Huelva, Spain",9,378980916657296,02/27,917.82,2021-01-10 06:51:44
Mallorca Polo Shirt XL 59.48  All Seasons Polyester,Mallorca,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",59.48,Casual Wear,Casual yet sporty attire for various occasions.,XL,,121,,,,All Seasons,,Polyester,,Mallorca - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,JCB 15 digit,0%,"Cantabria, Spain",8,060460731379,10/26,475.84,2021-04-12 05:46:22
Mallorca Ball Official 42.48,Mallorca,Ball,Spherical object used in various sports and games.,42.48,Any Sport,Versatile ball for various sports and games.,,Official,95,,,,,,,,Mallorca - GoalLine Gear,"Your go-to destination for top-quality gear and equipment, specializing in everything you need to reach the goal line.",VISA 13 digit,15%,"Ciudad, Spain",2,4740568431040,10/33,84.96,2024-03-18 11:43:40
Mallorca Polo Shirt 2XL Official 59.48  All Seasons Polyester,Mallorca,Polo Shirt,"Collared shirt with short sleeves, often for casual wear.",59.48,Casual Wear,Casual yet sporty attire for various occasions.,2XL,Official,100,,,,All Seasons,,Polyester,,Mallorca - Striker's Style Outlet,Striker's Style Outlet - where fashion meets functionality for the soccer enthusiast with an eye for style.,JCB 16 digit,0%,"Alicante, Spain",9,4994629659590018,11/28,535.3199999999999,2020-07-22 23:09:43
Mallorca Socks L Official 16.98 All sports  Sweet fit,Mallorca,Socks,Garments worn on the feet for comfort and warmth.,16.98,Sports and Exercise,Designed for sports and exercise routines.,L,Official,21,,All sports,,,Sweet,,fit,Mallorca - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Discover,0%,"Vizcaya, Spain",8,4060748721339,02/31,135.84,2022-02-11 12:33:38
Mallorca Shorts XL 50.98  Winter Cotton,Mallorca,Shorts,"Brief-length trousers, worn in warm weather or for sports.",50.98,Summer Activities,Great for staying cool during summer sports.,XL,,80,,,,Winter,,Cotton,,Mallorca - Referee's Choice Sports,"Referee's Choice Sports brings you top-notch gear for referees and players alike, ensuring a fair and enjoyable game.",Diners Club / Carte Blanche,0%,"Alicante, Spain",4,4902004939594621,05/24,203.92,2019-08-19 20:32:04
Mallorca Jersey XS Official 84.98  Summer Blend,Mallorca,Jersey,"Athletic shirt, often associated with sports teams.",84.98,Any Sport,Versatile athletic shirt for any sport.,XS,Official,101,,,,Summer,,Blend,,Mallorca - NetBound Sports,"NetBound Sports offers a curated selection of sports essentials, ensuring you're ready for action on the pitch.",Mastercard,0%,"Albacete, Spain",5,582003254882,07/32,424.900,2020-12-11 10:51:08
